=== Terrain.dll — Strings ===
 nth      paddr      vaddr len size section type    string                                                                                                                                                                                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1089 0x000604a8 0x100604a8   7    8 .rdata  ascii   a_env.c
1090 0x000604b0 0x100604b0  14   15 .rdata  ascii   runtime error 
1091 0x000604c4 0x100604c4  13   14 .rdata  ascii   TLOSS error\r\n
1092 0x000604d4 0x100604d4  12   13 .rdata  ascii   SING error\r\n
1093 0x000604e4 0x100604e4  14   15 .rdata  ascii   DOMAIN error\r\n
1094 0x000604f4 0x100604f4  36   37 .rdata  ascii   R6028\r\n- unable to initialize heap\r\n
1095 0x0006051c 0x1006051c  52   53 .rdata  ascii   R6027\r\n- not enough space for lowio initialization\r\n
1096 0x00060554 0x10060554  52   53 .rdata  ascii   R6026\r\n- not enough space for stdio initialization\r\n
1097 0x0006058c 0x1006058c  37   38 .rdata  ascii   R6025\r\n- pure virtual function call\r\n
1098 0x000605b4 0x100605b4  52   53 .rdata  ascii   R6024\r\n- not enough space for _onexit/atexit table\r\n
1099 0x000605ec 0x100605ec  40   41 .rdata  ascii   R6019\r\n- unable to open console device\r\n
1100 0x00060618 0x10060618  32   33 .rdata  ascii   R6018\r\n- unexpected heap error\r\n
1101 0x0006063c 0x1006063c  44   45 .rdata  ascii   R6017\r\n- unexpected multithread lock error\r\n
1102 0x0006066c 0x1006066c  43   44 .rdata  ascii   R6016\r\n- not enough space for thread data\r\n
1103 0x00060698 0x10060698  32   33 .rdata  ascii   \r\nabnormal program termination\r\n
1104 0x000606bc 0x100606bc  43   44 .rdata  ascii   R6009\r\n- not enough space for environment\r\n
1105 0x000606e8 0x100606e8  41   42 .rdata  ascii   R6008\r\n- not enough space for arguments\r\n
1106 0x00060714 0x10060714  36   37 .rdata  ascii   R6002\r\n- floating point not loaded\r\n
1107 0x0006073c 0x1006073c  25   26 .rdata  ascii   Runtime Error!\n\nProgram: 
1108 0x00060758 0x10060758  10   11 .rdata  ascii   vsprintf.c
1109 0x00060785 0x10060785   7    8 .rdata  ascii    (8PX\a\b
1110 0x0006078d 0x1006078d   6    7 .rdata  ascii   700WP\a
1111 0x0006079c 0x1006079c   7    8 .rdata  ascii   \b`h````
1112 0x000607a5 0x100607a5   9   10 .rdata  ascii   ppxxxx\b\a\b
1113 0x000607c0 0x100607c0   6   14 .rdata  utf16le (null)
1114 0x000607d0 0x100607d0   6    7 .rdata  ascii   (null)
1115 0x000607d8 0x100607d8   8    9 .rdata  ascii   output.c
1116 0x000607e4 0x100607e4  14   15 .rdata  ascii   ch != _T('\0')
1117 0x0006080c 0x1006080c   9   10 .rdata  ascii   osfinfo.c
1118 0x00060818 0x10060818   9   10 .rdata  ascii   _getbuf.c
1119 0x00060824 0x10060824   9   10 .rdata  ascii   _sftbuf.c
1120 0x00060830 0x10060830  22   23 .rdata  ascii   flag == 0 || flag == 1
1121 0x00060848 0x10060848   8    9 .rdata  ascii   chsize.c
1122 0x00060854 0x10060854   9   10 .rdata  ascii   size >= 0
1123 0x00060860 0x10060860   7    8 .rdata  ascii   LC_TIME
1124 0x00060868 0x10060868  10   11 .rdata  ascii   LC_NUMERIC
1125 0x00060874 0x10060874  11   12 .rdata  ascii   LC_MONETARY
1126 0x00060880 0x10060880   8    9 .rdata  ascii   LC_CTYPE
1127 0x0006088c 0x1006088c  10   11 .rdata  ascii   LC_COLLATE
1128 0x00060898 0x10060898   6    7 .rdata  ascii   LC_ALL
1129 0x000608a8 0x100608a8  10   11 .rdata  ascii   setlocal.c
1130 0x000608e0 0x100608e0   6    7 .rdata  ascii   1#QNAN
1131 0x000608e8 0x100608e8   5    6 .rdata  ascii   1#INF
1132 0x000608f0 0x100608f0   5    6 .rdata  ascii   1#IND
1133 0x000608f8 0x100608f8   6    7 .rdata  ascii   1#SNAN
1134 0x0006090c 0x1006090c   5    6 .rdata  ascii   frexp
1135 0x00060914 0x10060914   4    5 .rdata  ascii   fmod
1136 0x0006091c 0x1006091c   6    7 .rdata  ascii   _hypot
1137 0x00060924 0x10060924   5    6 .rdata  ascii   _cabs
1138 0x0006092c 0x1006092c   5    6 .rdata  ascii   ldexp
1139 0x00060934 0x10060934   4    5 .rdata  ascii   modf
1140 0x0006093c 0x1006093c   4    5 .rdata  ascii   fabs
1141 0x00060944 0x10060944   5    6 .rdata  ascii   floor
1142 0x0006094c 0x1006094c   4    5 .rdata  ascii   ceil
1143 0x00060960 0x10060960   4    5 .rdata  ascii   sqrt
1144 0x00060968 0x10060968   5    6 .rdata  ascii   atan2
1145 0x00060970 0x10060970   4    5 .rdata  ascii   atan
1146 0x00060978 0x10060978   4    5 .rdata  ascii   acos
1147 0x00060980 0x10060980   4    5 .rdata  ascii   asin
1148 0x00060988 0x10060988   4    5 .rdata  ascii   tanh
1149 0x00060990 0x10060990   4    5 .rdata  ascii   cosh
1150 0x00060998 0x10060998   4    5 .rdata  ascii   sinh
1151 0x000609a0 0x100609a0   5    6 .rdata  ascii   log10
1152 0x000609b4 0x100609b4  10   11 .rdata  ascii   inittime.c
1153 0x000609c0 0x100609c0   9   10 .rdata  ascii   initnum.c
1154 0x000609cc 0x100609cc   9   10 .rdata  ascii   initmon.c
1155 0x000609d8 0x100609d8  10   11 .rdata  ascii   initctyp.c
1156 0x000609e4 0x100609e4   8    9 .rdata  ascii   Paraguay
1157 0x000609f0 0x100609f0   7    8 .rdata  ascii   Uruguay
1158 0x000609f8 0x100609f8   5    6 .rdata  ascii   Chile
1159 0x00060a00 0x10060a00   7    8 .rdata  ascii   Ecuador
1160 0x00060a08 0x10060a08   9   10 .rdata  ascii   Argentina
1161 0x00060a14 0x10060a14   4    5 .rdata  ascii   Peru
1162 0x00060a1c 0x10060a1c   8    9 .rdata  ascii   Colombia
1163 0x00060a28 0x10060a28   9   10 .rdata  ascii   Venezuela
1164 0x00060a34 0x10060a34  18   19 .rdata  ascii   Dominican Republic
1165 0x00060a48 0x10060a48  12   13 .rdata  ascii   South Africa
1166 0x00060a58 0x10060a58   6    7 .rdata  ascii   Panama
1167 0x00060a60 0x10060a60  10   11 .rdata  ascii   Luxembourg
1168 0x00060a6c 0x10060a6c  10   11 .rdata  ascii   Costa Rica
1169 0x00060a78 0x10060a78  11   12 .rdata  ascii   Switzerland
1170 0x00060a84 0x10060a84   9   10 .rdata  ascii   Guatemala
1171 0x00060a90 0x10060a90   6    7 .rdata  ascii   Canada
1172 0x00060a98 0x10060a98  21   22 .rdata  ascii   Spanish - Modern Sort
1173 0x00060ab0 0x10060ab0   9   10 .rdata  ascii   Australia
1174 0x00060abc 0x10060abc   7    8 .rdata  ascii   English
1175 0x00060ac4 0x10060ac4   7    8 .rdata  ascii   Austria
1176 0x00060acc 0x10060acc   6    7 .rdata  ascii   German
1177 0x00060ad4 0x10060ad4   7    8 .rdata  ascii   Belgium
1178 0x00060adc 0x10060adc   6    7 .rdata  ascii   Mexico
1179 0x00060ae4 0x10060ae4   7    8 .rdata  ascii   Spanish
1180 0x00060aec 0x10060aec   6    7 .rdata  ascii   Basque
1181 0x00060af4 0x10060af4   6    7 .rdata  ascii   Sweden
1182 0x00060afc 0x10060afc   7    8 .rdata  ascii   Swedish
1183 0x00060b04 0x10060b04   7    8 .rdata  ascii   Iceland
1184 0x00060b0c 0x10060b0c   9   10 .rdata  ascii   Icelandic
1185 0x00060b18 0x10060b18   6    7 .rdata  ascii   France
1186 0x00060b20 0x10060b20   6    7 .rdata  ascii   French
1187 0x00060b28 0x10060b28   7    8 .rdata  ascii   Finland
1188 0x00060b30 0x10060b30   7    8 .rdata  ascii   Finnish
1189 0x00060b38 0x10060b38   5    6 .rdata  ascii   Spain
1190 0x00060b40 0x10060b40  26   27 .rdata  ascii   Spanish - Traditional Sort
1191 0x00060b5c 0x10060b5c  13   14 .rdata  ascii   united-states
1192 0x00060b6c 0x10060b6c  14   15 .rdata  ascii   united-kingdom
1193 0x00060b7c 0x10060b7c  17   18 .rdata  ascii   trinidad & tobago
1194 0x00060b90 0x10060b90  11   12 .rdata  ascii   south-korea
1195 0x00060b9c 0x10060b9c  12   13 .rdata  ascii   south-africa
1196 0x00060bac 0x10060bac  11   12 .rdata  ascii   south korea
1197 0x00060bb8 0x10060bb8  12   13 .rdata  ascii   south africa
1198 0x00060bc8 0x10060bc8   6    7 .rdata  ascii   slovak
1199 0x00060bd0 0x10060bd0  11   12 .rdata  ascii   puerto-rico
1200 0x00060bdc 0x10060bdc   8    9 .rdata  ascii   pr-china
1201 0x00060be8 0x10060be8   8    9 .rdata  ascii   pr china
1202 0x00060bf8 0x10060bf8  11   12 .rdata  ascii   new-zealand
1203 0x00060c04 0x10060c04   9   10 .rdata  ascii   hong-kong
1204 0x00060c10 0x10060c10   7    8 .rdata  ascii   holland
1205 0x00060c18 0x10060c18  13   14 .rdata  ascii   great britain
1206 0x00060c28 0x10060c28   7    8 .rdata  ascii   england
1207 0x00060c30 0x10060c30   5    6 .rdata  ascii   czech
1208 0x00060c38 0x10060c38   5    6 .rdata  ascii   china
1209 0x00060c40 0x10060c40   7    8 .rdata  ascii   britain
1210 0x00060c48 0x10060c48   7    8 .rdata  ascii   america
1211 0x00060c5c 0x10060c5c   5    6 .rdata  ascii   swiss
1212 0x00060c64 0x10060c64  15   16 .rdata  ascii   swedish-finland
1213 0x00060c74 0x10060c74  17   18 .rdata  ascii   spanish-venezuela
1214 0x00060c88 0x10060c88  15   16 .rdata  ascii   spanish-uruguay
1215 0x00060c98 0x10060c98  19   20 .rdata  ascii   spanish-puerto rico
1216 0x00060cac 0x10060cac  12   13 .rdata  ascii   spanish-peru
1217 0x00060cbc 0x10060cbc  16   17 .rdata  ascii   spanish-paraguay
1218 0x00060cd0 0x10060cd0  14   15 .rdata  ascii   spanish-panama
1219 0x00060ce0 0x10060ce0  17   18 .rdata  ascii   spanish-nicaragua
1220 0x00060cf4 0x10060cf4  14   15 .rdata  ascii   spanish-modern
1221 0x00060d04 0x10060d04  15   16 .rdata  ascii   spanish-mexican
1222 0x00060d14 0x10060d14  16   17 .rdata  ascii   spanish-honduras
1223 0x00060d28 0x10060d28  17   18 .rdata  ascii   spanish-guatemala
1224 0x00060d3c 0x10060d3c  19   20 .rdata  ascii   spanish-el salvador
1225 0x00060d50 0x10060d50  15   16 .rdata  ascii   spanish-ecuador
1226 0x00060d60 0x10060d60  26   27 .rdata  ascii   spanish-dominican republic
1227 0x00060d7c 0x10060d7c  18   19 .rdata  ascii   spanish-costa rica
1228 0x00060d90 0x10060d90  16   17 .rdata  ascii   spanish-colombia
1229 0x00060da4 0x10060da4  13   14 .rdata  ascii   spanish-chile
1230 0x00060db4 0x10060db4  15   16 .rdata  ascii   spanish-bolivia
1231 0x00060dc4 0x10060dc4  17   18 .rdata  ascii   spanish-argentina
1232 0x00060dd8 0x10060dd8  20   21 .rdata  ascii   portuguese-brazilian
1233 0x00060df0 0x10060df0  17   18 .rdata  ascii   norwegian-nynorsk
1234 0x00060e04 0x10060e04  16   17 .rdata  ascii   norwegian-bokmal
1235 0x00060e18 0x10060e18   9   10 .rdata  ascii   norwegian
1236 0x00060e24 0x10060e24  13   14 .rdata  ascii   italian-swiss
1237 0x00060e34 0x10060e34  13   14 .rdata  ascii   irish-english
1238 0x00060e44 0x10060e44  12   13 .rdata  ascii   german-swiss
1239 0x00060e54 0x10060e54  17   18 .rdata  ascii   german-luxembourg
1240 0x00060e68 0x10060e68  19   20 .rdata  ascii   german-lichtenstein
1241 0x00060e7c 0x10060e7c  15   16 .rdata  ascii   german-austrian
1242 0x00060e8c 0x10060e8c  12   13 .rdata  ascii   french-swiss
1243 0x00060e9c 0x10060e9c  17   18 .rdata  ascii   french-luxembourg
1244 0x00060eb0 0x10060eb0  15   16 .rdata  ascii   french-canadian
1245 0x00060ec0 0x10060ec0  14   15 .rdata  ascii   french-belgian
1246 0x00060ed0 0x10060ed0  11   12 .rdata  ascii   english-usa
1247 0x00060edc 0x10060edc  10   11 .rdata  ascii   english-us
1248 0x00060ee8 0x10060ee8  10   11 .rdata  ascii   english-uk
1249 0x00060ef4 0x10060ef4  25   26 .rdata  ascii   english-trinidad y tobago
1250 0x00060f10 0x10060f10  20   21 .rdata  ascii   english-south africa
1251 0x00060f28 0x10060f28  10   11 .rdata  ascii   english-nz
1252 0x00060f34 0x10060f34  15   16 .rdata  ascii   english-jamaica
1253 0x00060f44 0x10060f44  11   12 .rdata  ascii   english-ire
1254 0x00060f50 0x10060f50  17   18 .rdata  ascii   english-caribbean
1255 0x00060f64 0x10060f64  11   12 .rdata  ascii   english-can
1256 0x00060f70 0x10060f70  14   15 .rdata  ascii   english-belize
1257 0x00060f80 0x10060f80  11   12 .rdata  ascii   english-aus
1258 0x00060f8c 0x10060f8c  16   17 .rdata  ascii   english-american
1259 0x00060fa0 0x10060fa0  13   14 .rdata  ascii   dutch-belgian
1260 0x00060fb0 0x10060fb0  19   20 .rdata  ascii   chinese-traditional
1261 0x00060fc4 0x10060fc4  17   18 .rdata  ascii   chinese-singapore
1262 0x00060fd8 0x10060fd8  18   19 .rdata  ascii   chinese-simplified
1263 0x00060fec 0x10060fec  16   17 .rdata  ascii   chinese-hongkong
1264 0x00061000 0x10061000   7    8 .rdata  ascii   chinese
1265 0x00061010 0x10061010   8    9 .rdata  ascii   canadian
1266 0x0006101c 0x1006101c   7    8 .rdata  ascii   belgian
1267 0x00061024 0x10061024  10   11 .rdata  ascii   australian
1268 0x00061030 0x10061030  16   17 .rdata  ascii   american-english
1269 0x00061044 0x10061044  16   17 .rdata  ascii   american english
1270 0x00061058 0x10061058   8    9 .rdata  ascii   american
1271 0x0006106c 0x1006106c   7    8 .rdata  ascii   H:mm:ss
1272 0x00061074 0x10061074  19   20 .rdata  ascii   dddd, MMMM dd, yyyy
1273 0x00061088 0x10061088   6    7 .rdata  ascii   M/d/yy
1274 0x00061098 0x10061098   8    9 .rdata  ascii   December
1275 0x000610a4 0x100610a4   8    9 .rdata  ascii   November
1276 0x000610b0 0x100610b0   7    8 .rdata  ascii   October
1277 0x000610b8 0x100610b8   9   10 .rdata  ascii   September
1278 0x000610c4 0x100610c4   6    7 .rdata  ascii   August
1279 0x000610cc 0x100610cc   4    5 .rdata  ascii   July
1280 0x000610d4 0x100610d4   4    5 .rdata  ascii   June
1281 0x000610dc 0x100610dc   5    6 .rdata  ascii   April
1282 0x000610e4 0x100610e4   5    6 .rdata  ascii   March
1283 0x000610ec 0x100610ec   8    9 .rdata  ascii   February
1284 0x000610f8 0x100610f8   7    8 .rdata  ascii   January
1285 0x00061130 0x10061130   8    9 .rdata  ascii   Saturday
1286 0x0006113c 0x1006113c   6    7 .rdata  ascii   Friday
1287 0x00061144 0x10061144   8    9 .rdata  ascii   Thursday
1288 0x00061150 0x10061150   9   10 .rdata  ascii   Wednesday
1289 0x0006115c 0x1006115c   7    8 .rdata  ascii   Tuesday
1290 0x00061164 0x10061164   6    7 .rdata  ascii   Monday
1291 0x0006116c 0x1006116c   6    7 .rdata  ascii   Sunday
1292 0x00061194 0x10061194   5    6 .rdata  ascii   am/pm
1293 0x0006119c 0x1006119c  10   11 .rdata  ascii   inithelp.c
1294 0x000611c0 0x100611c0  21   22 .rdata  ascii   SunMonTueWedThuFriSat
1295 0x000611d8 0x100611d8  36   37 .rdata  ascii   JanFebMarAprMayJunJulAugSepOctNovDec
1296 0x00061200 0x10061200   7    8 .rdata  ascii   tzset.c
1297 0x0006122c 0x1006122c  10   11 .rdata  ascii   wtombenv.c
1298 0x00061238 0x10061238   7    8 .rdata  ascii   a_cmp.c
1299 0x00061240 0x10061240  60   61 .rdata  ascii   cchCount1==0 && cchCount2==1 || cchCount1==1 && cchCount2==0
1300 0x00061298 0x10061298   8    9 .rdata  ascii   setenv.c
1301 0x000612ac 0x100612ac  12   13 .rdata  ascii   ifstream.cpp
1302 0x00061340 0x10061340  12   13 .rdata  ascii   filebuf1.cpp
1303 0x00061380 0x10061380  11   12 .rdata  ascii   streamb.cpp
1304 0x000613c0 0x100613c0   9   10 .rdata  ascii   Parkland/
1305 0x000613cc 0x100613cc  16   17 .rdata  ascii   ./Data/Textures/
1306 0x00062686 0x10062686   7   16 .rdata  utf16le \a\b\t\n\v\f\r
1307 0x000626b8 0x100626b8   9   18 .rdata  utf16le  !"#$%敔牲楡 blocks=Basic Latin,CJK Unified Ideographs
1308 0x000626ca 0x100626ca   5    6 .rdata  ascii   n.dll
1309 0x000626d0 0x100626d0  18   19 .rdata  ascii   ??1Terrain@@QAE@XZ
1310 0x000626e3 0x100626e3  40   41 .rdata  ascii   ?calcAllNormals@Terrain@@QAEXPAVTile@@@Z
1311 0x0006270c 0x1006270c  37   38 .rdata  ascii   ?calcNormals@Terrain@@QAEXPAVTile@@@Z
1312 0x00062732 0x10062732  32   33 .rdata  ascii   ?changeLighting@Terrain@@QAEXH@Z
1313 0x00062753 0x10062753  28   29 .rdata  ascii   ?closeSystem@Terrain@@QAEXXZ
1314 0x00062770 0x10062770  42   43 .rdata  ascii   ?drawBezierSpline@Terrain@@QAEXHHHHHHHHH@Z
1315 0x0006279b 0x1006279b  46   47 .rdata  ascii   ?drawCardinalSpline@Terrain@@QAEXHHHHHHHHHHH@Z
1316 0x000627ca 0x100627ca  37   38 .rdata  ascii   ?drawCircle@Terrain@@QAEXPAVTile@@M@Z
1317 0x000627f0 0x100627f0  32   33 .rdata  ascii   ?drawLine@Terrain@@QAEXHHHHHHH@Z
1318 0x00062811 0x10062811  40   41 .rdata  ascii   ?elevateCorner@Terrain@@QAEXPAVTile@@H@Z
1319 0x0006283a 0x1006283a  39   40 .rdata  ascii   ?getElevation@Terrain@@QAEHPAVTile@@H@Z
1320 0x00062862 0x10062862  31   32 .rdata  ascii   ?getInstance@Terrain@@SAPAV1@XZ
1321 0x00062882 0x10062882  33   34 .rdata  ascii   ?getType@Terrain@@QAEHPAVTile@@@Z
1322 0x000628a4 0x100628a4  38   39 .rdata  ascii   ?getVariation@Terrain@@QAEHPAVTile@@@Z
1323 0x000628cb 0x100628cb  35   36 .rdata  ascii   ?getWall@Terrain@@QAE_NPAVTile@@H@Z
1324 0x000628ef 0x100628ef  36   37 .rdata  ascii   ?hasConnectedPath@Terrain@@QAE_NHH@Z
1325 0x00062914 0x10062914  34   35 .rdata  ascii   ?hasPath@Terrain@@QAE_NPAVTile@@@Z
1326 0x00062937 0x10062937  41   42 .rdata  ascii   ?initSystem@Terrain@@QAEXHHPAUHDC__@@_N@Z
1327 0x00062961 0x10062961  28   29 .rdata  ascii   ?initTerrain@Terrain@@QAEXXZ
1328 0x0006297e 0x1006297e  35   36 .rdata  ascii   ?layPath@Terrain@@QAEXPAVTile@@HH@Z
1329 0x000629a2 0x100629a2  35   36 .rdata  ascii   ?loadNewCourseType@Terrain@@QAEXH@Z
1330 0x000629c6 0x100629c6  39   40 .rdata  ascii   ?localRender@Terrain@@QAEXPAVTile@@0M@Z
1331 0x000629ee 0x100629ee  38   39 .rdata  ascii   ?lowerCorner@Terrain@@QAEXPAVTile@@H@Z
1332 0x00062a15 0x10062a15  44   45 .rdata  ascii   ?lowerEdgeCorner@Terrain@@QAEXPAVTile@@H0M@Z
1333 0x00062a42 0x10062a42  35   36 .rdata  ascii   ?passCollarInfo@Terrain@@QAEXQAHH@Z
1334 0x00062a66 0x10062a66  43   44 .rdata  ascii   ?pathUpdateRender@Terrain@@QAEXPAVTile@@M@Z
1335 0x00062a92 0x10062a92  34   35 .rdata  ascii   ?render@Terrain@@QAE_NPAVTile@@M@Z
1336 0x00062ab5 0x10062ab5  32   33 .rdata  ascii   ?renderTile@Terrain@@QAEXHHHHH@Z
1337 0x00062ad6 0x10062ad6  29   30 .rdata  ascii   ?resetTerrain@Terrain@@QAEXXZ
1338 0x00062af4 0x10062af4  25   26 .rdata  ascii   ?resize@Terrain@@QAEXHH@Z
1339 0x00062b0e 0x10062b0e  33   34 .rdata  ascii   ?setSplineHeight@Terrain@@QAEXM@Z
1340 0x00062b30 0x10062b30  35   36 .rdata  ascii   ?setType@Terrain@@QAEXPAVTile@@HH@Z
1341 0x00062b54 0x10062b54  37   38 .rdata  ascii   ?setWall@Terrain@@QAEXPAVTile@@HH_N@Z
1342 0x00062b7a 0x10062b7a  30   31 .rdata  ascii   ?setZoomLevel@Terrain@@QAEXH@Z
1343 0x00062b99 0x10062b99  39   40 .rdata  ascii   ?stripRender@Terrain@@QAEXPAVTile@@HM@Z
1344 0x00062bc1 0x10062bc1  33   34 .rdata  ascii   ?tileAt@Terrain@@QAEPAVTile@@HH@Z
1345 0x00062be3 0x10062be3  34   35 .rdata  ascii   ?tileHit@Terrain@@QAEPAVTile@@HH@Z
1346 0x00062c06 0x10062c06  30   31 .rdata  ascii   ?updatePath@Terrain@@QAEXHHH@Z
1347 0x00063cf4 0x10063cf4   4   20 .data   utf32be ??耿耿
1348 0x00063d9b 0x10063d9b  10   44 .data   utf32le ??????????
1349 0x00063ed0 0x10063ed0   4    5 .data   ascii   sqrt
1350 0x00063ee7 0x10063ee7   4    5 .data   ascii   ?pow
1351 0x00063ef0 0x10063ef0  39   40 .data   ascii   Assertion failed: %s, file %s, line %d\n
1352 0x00066066 0x10066066  33   68 .data   utf16le          (((((                  H
1353 0x000666ac 0x100666ac  12   52 .data   utf32le \t\a\f\b\f\t\f\n\a\v\b\f
1354 0x00066730 0x10066730   5   24 .data   utf32le R\rS\rW
1355 0x00066748 0x10066748   7   32 .data   utf32le Y\vl\rm p
1356 0x000667b5 0x100667b5   5   24 .data   utf32be ¤\v§\r·
1357 0x000668a4 0x100668a4   4   16 .data   utf32le \ax\nĀ blocks=Basic Latin,Latin Extended-A
1358 0x00066d94 0x10066d94   4    5 .data   ascii   040a
1359 0x00066db4 0x10066db4   4    5 .data   ascii   1252
1360 0x00066dc0 0x10066dc0   4    5 .data   ascii   040b
1361 0x00066de0 0x10066de0   4    5 .data   ascii   1252
1362 0x00066dec 0x10066dec   4    5 .data   ascii   040c
1363 0x00066e0c 0x10066e0c   4    5 .data   ascii   1252
1364 0x00066e18 0x10066e18   4    5 .data   ascii   040f
1365 0x00066e38 0x10066e38   4    5 .data   ascii   1252
1366 0x00066e44 0x10066e44   4    5 .data   ascii   041d
1367 0x00066e64 0x10066e64   4    5 .data   ascii   1252
1368 0x00066e70 0x10066e70   4    5 .data   ascii   042d
1369 0x00066e90 0x10066e90   4    5 .data   ascii   1252
1370 0x00066e9c 0x10066e9c   4    5 .data   ascii   080a
1371 0x00066ebc 0x10066ebc   4    5 .data   ascii   1252
1372 0x00066ec8 0x10066ec8   4    5 .data   ascii   080c
1373 0x00066ee8 0x10066ee8   4    5 .data   ascii   1252
1374 0x00066ef4 0x10066ef4   4    5 .data   ascii   0c07
1375 0x00066f14 0x10066f14   4    5 .data   ascii   1252
1376 0x00066f20 0x10066f20   4    5 .data   ascii   0c09
1377 0x00066f40 0x10066f40   4    5 .data   ascii   1252
1378 0x00066f4c 0x10066f4c   4    5 .data   ascii   0c0a
1379 0x00066f6c 0x10066f6c   4    5 .data   ascii   1252
1380 0x00066f78 0x10066f78   4    5 .data   ascii   0c0c
1381 0x00066f98 0x10066f98   4    5 .data   ascii   1252
1382 0x00066fa4 0x10066fa4   4    5 .data   ascii   100a
1383 0x00066fc4 0x10066fc4   4    5 .data   ascii   1252
1384 0x00066fd0 0x10066fd0   4    5 .data   ascii   100c
1385 0x00066ff0 0x10066ff0   4    5 .data   ascii   1252
1386 0x00066ffc 0x10066ffc   4    5 .data   ascii   140a
1387 0x0006701c 0x1006701c   4    5 .data   ascii   1252
1388 0x00067028 0x10067028   4    5 .data   ascii   140c
1389 0x00067048 0x10067048   4    5 .data   ascii   1252
1390 0x00067054 0x10067054   4    5 .data   ascii   180a
1391 0x00067074 0x10067074   4    5 .data   ascii   1252
1392 0x00067080 0x10067080   4    5 .data   ascii   1c09
1393 0x000670a0 0x100670a0   4    5 .data   ascii   1252
1394 0x000670ac 0x100670ac   4    5 .data   ascii   1c0a
1395 0x000670cc 0x100670cc   4    5 .data   ascii   1252
1396 0x000670d8 0x100670d8   4    5 .data   ascii   200a
1397 0x000670f8 0x100670f8   4    5 .data   ascii   1252
1398 0x00067104 0x10067104   4    5 .data   ascii   240a
1399 0x00067124 0x10067124   4    5 .data   ascii   1252
1400 0x00067130 0x10067130   4    5 .data   ascii   280a
1401 0x00067150 0x10067150   4    5 .data   ascii   1252
1402 0x0006715c 0x1006715c   4    5 .data   ascii   2c0a
1403 0x0006717c 0x1006717c   4    5 .data   ascii   1252
1404 0x00067188 0x10067188   4    5 .data   ascii   300a
1405 0x000671a8 0x100671a8   4    5 .data   ascii   1252
1406 0x000671b4 0x100671b4   4    5 .data   ascii   340a
1407 0x000671d4 0x100671d4   4    5 .data   ascii   1252
1408 0x000671e0 0x100671e0   4    5 .data   ascii   380a
1409 0x00067200 0x10067200   4    5 .data   ascii   1252
1410 0x0006720c 0x1006720c   4    5 .data   ascii   3c0a
1411 0x0006722c 0x1006722c   4    5 .data   ascii   1252
1412 0x000676b0 0x100676b0  20   20 .data   ibm037  ÌBL ?F\ðZØIå[ly ¯e,í
1413 0x000676eb 0x100676eb  21   22 .data   ibm037  TED³àÔxM37Ô÷¢:nõáÁöGj
1414 0x00067712 0x10067712   4    4 .data   utf8    HMXB
1415 0x0006776b 0x1006776b   4    4 .data   utf8    ?q=\n
1416 0x00067777 0x10067777   4    4 .data   ascii   ?Zd;
1417 0x000677bf 0x100677bf   4    4 .data   ascii   ?/L[
1418 0x000677c3 0x100677c3   8    8 .data   ibm037  ÷(D´mnWI
1419 0x000677ce 0x100677ce   4    4 .data   ascii   S;uD
1420 0x000677ee 0x100677ee   5    5 .data   ascii   z?aUY
1421 0x00067806 0x10067806   4    4 .data   ascii   D?$?
1422 0x0006781e 0x1006781e   4    5 .data   ascii   U>c{
1423 0x00067830 0x10067830   5    5 .data   ascii   zc%C1
1424 0x00067849 0x10067849   5    6 .data   ibm037  £YTfw
1425 0x0006785a 0x1006785a   4    5 .data   ascii   .:3q
1426 0x00067868 0x10067868  11   11 .data   ibm037  wg´{ï¹vbws§
1427 0x00067883 0x10067883   5    5 .data   ascii   -64OS
1428 0x000678a4 0x100678a4   4    4 .data   ascii   NKeb
1429 0x000679e0 0x100679e0   9   10 .data   ascii   .?AVios@@
1430 0x000679f8 0x100679f8  13   14 .data   ascii   .?AVistream@@
1431 0x00067a10 0x10067a10  14   15 .data   ascii   .?AVifstream@@
1432 0x00067a28 0x10067a28  15   16 .data   ascii   .?AVstreambuf@@
1433 0x00067a40 0x10067a40  13   14 .data   ascii   .?AVfilebuf@@
1434 0x00067a60 0x10067a60  24   25 .data   ascii   .?AVistream_withassign@@
1435 0x00067a88 0x10067a88  13   14 .data   ascii   .?AVostream@@
1436 0x00067aa0 0x10067aa0  24   25 .data   ascii   .?AVostream_withassign@@
1437 0x00067ac8 0x10067ac8  15   16 .data   ascii   .?AVtype_info@@
1438 0x0006970a 0x1011370a  17   18 .idata  ascii   gluBuild2DMipmaps
1439 0x0006971e 0x1011371e  17   18 .idata  ascii   gluBuild1DMipmaps
1440 0x00069730 0x10113730   9   10 .idata  ascii   GLU32.dll
1441 0x0006973c 0x1011373c  19   20 .idata  ascii   glEnableClientState
1442 0x00069752 0x10113752  11   12 .idata  ascii   glFrontFace
1443 0x00069760 0x10113760   8    9 .idata  ascii   glEnable
1444 0x0006976c 0x1011376c   6    7 .idata  ascii   glHint
1445 0x00069776 0x10113776   9   10 .idata  ascii   glLightfv
1446 0x00069782 0x10113782   9   10 .idata  ascii   glDisable
1447 0x0006978e 0x1011378e  11   12 .idata  ascii   glMateriali
1448 0x0006979c 0x1011379c  12   13 .idata  ascii   glMaterialfv
